,Query,Sentiment_Level
286,"Osun South West MTN 4G The network is really poor, the only time I actually enjoy browsing is around 1am and it goes back to being rubbish at 6am.",2
18,Ogun South West Others 3G ...,2
126,"Ondo South West MTN 4G Thing is, around FUTA the internet connection isn't as bad as in town, Oyarubule, orange fm side where you'll be getting a soak of 4kb/s from a 4G network smh",2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
272,Adamawa North East MTN 3G Very faulty and fluctuates. Cannot be relied upon,2
214,"Lagos South West Globacom 4G Glo has its moment 
Majority of the time it’s bad ",2
281,Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
205,Lagos South West Globacom 4G Can be better ,2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
33,"Ondo South West MTN 3G MTN is not that okay here.
Especially inside FUTA. It's worst.",2
171,"Oyo South West Globacom 4G Their service is just something else 
So annoying when you can't connect on time😐",2
126,"Ondo South West MTN 4G Thing is, around FUTA the internet connection isn't as bad as in town, Oyarubule, orange fm side where you'll be getting a soak of 4kb/s from a 4G network smh",2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
171,"Oyo South West Globacom 4G Their service is just something else 
So annoying when you can't connect on time😐",2
126,"Ondo South West MTN 4G Thing is, around FUTA the internet connection isn't as bad as in town, Oyarubule, orange fm side where you'll be getting a soak of 4kb/s from a 4G network smh",2
118,"Ondo South West 9mobile 3G For calls and texts, 9mobile is not too bad. There are tines when I'm unable to use my sim for several days though. For internet browsing however, the quality of service is almost nothing to write home about. ",2
207,Abuja North Central MTN 4G It's been fair but it could be better,2
272,Adamawa North East MTN 3G Very faulty and fluctuates. Cannot be relied upon,2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
213,Ogun South West MTN 4G Poor,2
214,"Lagos South West Globacom 4G Glo has its moment 
Majority of the time it’s bad ",2
278,Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
43,Ondo South West MTN 4G It's been on an average. ,2
18,Ogun South West Others 3G ...,2
171,"Oyo South West Globacom 4G Their service is just something else 
So annoying when you can't connect on time😐",2
272,Adamawa North East MTN 3G Very faulty and fluctuates. Cannot be relied upon,2
278,Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
33,"Ondo South West MTN 3G MTN is not that okay here.
Especially inside FUTA. It's worst.",2
278,Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
286,"Osun South West MTN 4G The network is really poor, the only time I actually enjoy browsing is around 1am and it goes back to being rubbish at 6am.",2
214,"Lagos South West Globacom 4G Glo has its moment 
Majority of the time it’s bad ",2
118,"Ondo South West 9mobile 3G For calls and texts, 9mobile is not too bad. There are tines when I'm unable to use my sim for several days though. For internet browsing however, the quality of service is almost nothing to write home about. ",2
205,Lagos South West Globacom 4G Can be better ,2
278,Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
149,Ogun South West Globacom 3G Mostly it's very bad 😭,2
118,"Ondo South West 9mobile 3G For calls and texts, 9mobile is not too bad. There are tines when I'm unable to use my sim for several days though. For internet browsing however, the quality of service is almost nothing to write home about. ",2
207,Abuja North Central MTN 4G It's been fair but it could be better,2
43,Ondo South West MTN 4G It's been on an average. ,2
18,Ogun South West Others 3G ...,2
286,"Osun South West MTN 4G The network is really poor, the only time I actually enjoy browsing is around 1am and it goes back to being rubbish at 6am.",2
158,Ogun South West Globacom 4G Very bad service,2
158,Ogun South West Globacom 4G Very bad service,2
251,Abia South East Globacom 2G Poor service using this traffic type.,2
213,Ogun South West MTN 4G Poor,2
171,"Oyo South West Globacom 4G Their service is just something else 
So annoying when you can't connect on time😐",2
126,"Ondo South West MTN 4G Thing is, around FUTA the internet connection isn't as bad as in town, Oyarubule, orange fm side where you'll be getting a soak of 4kb/s from a 4G network smh",2
149,Ogun South West Globacom 3G Mostly it's very bad 😭,2
171,"Oyo South West Globacom 4G Their service is just something else 
So annoying when you can't connect on time😐",2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
118,"Ondo South West 9mobile 3G For calls and texts, 9mobile is not too bad. There are tines when I'm unable to use my sim for several days though. For internet browsing however, the quality of service is almost nothing to write home about. ",2
207,Abuja North Central MTN 4G It's been fair but it could be better,2
205,Lagos South West Globacom 4G Can be better ,2
125,Delta South South Globacom 4G The internet connection is poor,2
149,Ogun South West Globacom 3G Mostly it's very bad 😭,2
126,"Ondo South West MTN 4G Thing is, around FUTA the internet connection isn't as bad as in town, Oyarubule, orange fm side where you'll be getting a soak of 4kb/s from a 4G network smh",2
251,Abia South East Globacom 2G Poor service using this traffic type.,2
10,Ogun South West Globacom 3G Glo is very bad here. I won't even recommend it to the devil,2
43,Ondo South West MTN 4G It's been on an average. ,2
43,Ondo South West MTN 4G It's been on an average. ,2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
125,Delta South South Globacom 4G The internet connection is poor,2
214,"Lagos South West Globacom 4G Glo has its moment 
Majority of the time it’s bad ",2
205,Lagos South West Globacom 4G Can be better ,2
9,Ondo South West Globacom 3G Calling and texting is manageable but I just so hate The browsing aspects. Very slow and annoying.,2
281,Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
272,Adamawa North East MTN 3G Very faulty and fluctuates. Cannot be relied upon,2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
118,"Ondo South West 9mobile 3G For calls and texts, 9mobile is not too bad. There are tines when I'm unable to use my sim for several days though. For internet browsing however, the quality of service is almost nothing to write home about. ",2
205,Lagos South West Globacom 4G Can be better ,2
33,"Ondo South West MTN 3G MTN is not that okay here.
Especially inside FUTA. It's worst.",2
33,"Ondo South West MTN 3G MTN is not that okay here.
Especially inside FUTA. It's worst.",2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
171,"Oyo South West Globacom 4G Their service is just something else 
So annoying when you can't connect on time😐",2
281,Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
118,"Ondo South West 9mobile 3G For calls and texts, 9mobile is not too bad. There are tines when I'm unable to use my sim for several days though. For internet browsing however, the quality of service is almost nothing to write home about. ",2
149,Ogun South West Globacom 3G Mostly it's very bad 😭,2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
118,"Ondo South West 9mobile 3G For calls and texts, 9mobile is not too bad. There are tines when I'm unable to use my sim for several days though. For internet browsing however, the quality of service is almost nothing to write home about. ",2
18,Ogun South West Others 3G ...,2
205,Lagos South West Globacom 4G Can be better ,2
205,Lagos South West Globacom 4G Can be better ,2
251,Abia South East Globacom 2G Poor service using this traffic type.,2
272,Adamawa North East MTN 3G Very faulty and fluctuates. Cannot be relied upon,2
125,Delta South South Globacom 4G The internet connection is poor,2
126,"Ondo South West MTN 4G Thing is, around FUTA the internet connection isn't as bad as in town, Oyarubule, orange fm side where you'll be getting a soak of 4kb/s from a 4G network smh",2
118,"Ondo South West 9mobile 3G For calls and texts, 9mobile is not too bad. There are tines when I'm unable to use my sim for several days though. For internet browsing however, the quality of service is almost nothing to write home about. ",2
9,Ondo South West Globacom 3G Calling and texting is manageable but I just so hate The browsing aspects. Very slow and annoying.,2
18,Ogun South West Others 3G ...,2
205,Lagos South West Globacom 4G Can be better ,2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
290,Lagos South West MTN 3G Mtn network is usually bad most of the time,2
9,Ondo South West Globacom 3G Calling and texting is manageable but I just so hate The browsing aspects. Very slow and annoying.,2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
278,Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
171,"Oyo South West Globacom 4G Their service is just something else 
So annoying when you can't connect on time😐",2
205,Lagos South West Globacom 4G Can be better ,2
205,Lagos South West Globacom 4G Can be better ,2
213,Ogun South West MTN 4G Poor,2
278,Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
214,"Lagos South West Globacom 4G Glo has its moment 
Majority of the time it’s bad ",2
281,Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
278,Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
158,Ogun South West Globacom 4G Very bad service,2
43,Ondo South West MTN 4G It's been on an average. ,2
33,"Ondo South West MTN 3G MTN is not that okay here.
Especially inside FUTA. It's worst.",2
18,Ogun South West Others 3G ...,2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
272,Adamawa North East MTN 3G Very faulty and fluctuates. Cannot be relied upon,2
251,Abia South East Globacom 2G Poor service using this traffic type.,2
213,Ogun South West MTN 4G Poor,2
126,"Ondo South West MTN 4G Thing is, around FUTA the internet connection isn't as bad as in town, Oyarubule, orange fm side where you'll be getting a soak of 4kb/s from a 4G network smh",2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
207,Abuja North Central MTN 4G It's been fair but it could be better,2
213,Ogun South West MTN 4G Poor,2
9,Ondo South West Globacom 3G Calling and texting is manageable but I just so hate The browsing aspects. Very slow and annoying.,2
278,Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
281,Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
281,Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
18,Ogun South West Others 3G ...,2
214,"Lagos South West Globacom 4G Glo has its moment 
Majority of the time it’s bad ",2
286,"Osun South West MTN 4G The network is really poor, the only time I actually enjoy browsing is around 1am and it goes back to being rubbish at 6am.",2
158,Ogun South West Globacom 4G Very bad service,2
171,"Oyo South West Globacom 4G Their service is just something else 
So annoying when you can't connect on time😐",2
149,Ogun South West Globacom 3G Mostly it's very bad 😭,2
214,"Lagos South West Globacom 4G Glo has its moment 
Majority of the time it’s bad ",2
125,Delta South South Globacom 4G The internet connection is poor,2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
171,"Oyo South West Globacom 4G Their service is just something else 
So annoying when you can't connect on time😐",2
290,Lagos South West MTN 3G Mtn network is usually bad most of the time,2
278,Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
125,Delta South South Globacom 4G The internet connection is poor,2
33,"Ondo South West MTN 3G MTN is not that okay here.
Especially inside FUTA. It's worst.",2
125,Delta South South Globacom 4G The internet connection is poor,2
251,Abia South East Globacom 2G Poor service using this traffic type.,2
43,Ondo South West MTN 4G It's been on an average. ,2
126,"Ondo South West MTN 4G Thing is, around FUTA the internet connection isn't as bad as in town, Oyarubule, orange fm side where you'll be getting a soak of 4kb/s from a 4G network smh",2
33,"Ondo South West MTN 3G MTN is not that okay here.
Especially inside FUTA. It's worst.",2
281,Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
126,"Ondo South West MTN 4G Thing is, around FUTA the internet connection isn't as bad as in town, Oyarubule, orange fm side where you'll be getting a soak of 4kb/s from a 4G network smh",2
9,Ondo South West Globacom 3G Calling and texting is manageable but I just so hate The browsing aspects. Very slow and annoying.,2
278,Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
272,Adamawa North East MTN 3G Very faulty and fluctuates. Cannot be relied upon,2
205,Lagos South West Globacom 4G Can be better ,2
214,"Lagos South West Globacom 4G Glo has its moment 
Majority of the time it’s bad ",2
205,Lagos South West Globacom 4G Can be better ,2
207,Abuja North Central MTN 4G It's been fair but it could be better,2
18,Ogun South West Others 3G ...,2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
251,Abia South East Globacom 2G Poor service using this traffic type.,2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
43,Ondo South West MTN 4G It's been on an average. ,2
213,Ogun South West MTN 4G Poor,2
10,Ogun South West Globacom 3G Glo is very bad here. I won't even recommend it to the devil,2
149,Ogun South West Globacom 3G Mostly it's very bad 😭,2
290,Lagos South West MTN 3G Mtn network is usually bad most of the time,2
251,Abia South East Globacom 2G Poor service using this traffic type.,2
205,Lagos South West Globacom 4G Can be better ,2
43,Ondo South West MTN 4G It's been on an average. ,2
286,"Osun South West MTN 4G The network is really poor, the only time I actually enjoy browsing is around 1am and it goes back to being rubbish at 6am.",2
290,Lagos South West MTN 3G Mtn network is usually bad most of the time,2
9,Ondo South West Globacom 3G Calling and texting is manageable but I just so hate The browsing aspects. Very slow and annoying.,2
281,Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
9,Ondo South West Globacom 3G Calling and texting is manageable but I just so hate The browsing aspects. Very slow and annoying.,2
251,Abia South East Globacom 2G Poor service using this traffic type.,2
213,Ogun South West MTN 4G Poor,2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
158,Ogun South West Globacom 4G Very bad service,2
278,Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
281,Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
205,Lagos South West Globacom 4G Can be better ,2
9,Ondo South West Globacom 3G Calling and texting is manageable but I just so hate The browsing aspects. Very slow and annoying.,2
10,Ogun South West Globacom 3G Glo is very bad here. I won't even recommend it to the devil,2
126,"Ondo South West MTN 4G Thing is, around FUTA the internet connection isn't as bad as in town, Oyarubule, orange fm side where you'll be getting a soak of 4kb/s from a 4G network smh",2
18,Ogun South West Others 3G ...,2
9,Ondo South West Globacom 3G Calling and texting is manageable but I just so hate The browsing aspects. Very slow and annoying.,2
278,Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
214,"Lagos South West Globacom 4G Glo has its moment 
Majority of the time it’s bad ",2
286,"Osun South West MTN 4G The network is really poor, the only time I actually enjoy browsing is around 1am and it goes back to being rubbish at 6am.",2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
43,Ondo South West MTN 4G It's been on an average. ,2
43,Ondo South West MTN 4G It's been on an average. ,2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
18,Ogun South West Others 3G ...,2
278,Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
286,"Osun South West MTN 4G The network is really poor, the only time I actually enjoy browsing is around 1am and it goes back to being rubbish at 6am.",2
43,Ondo South West MTN 4G It's been on an average. ,2
278,Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
43,Ondo South West MTN 4G It's been on an average. ,2
149,Ogun South West Globacom 3G Mostly it's very bad 😭,2
149,Ogun South West Globacom 3G Mostly it's very bad 😭,2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
278,Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
207,Abuja North Central MTN 4G It's been fair but it could be better,2
126,"Ondo South West MTN 4G Thing is, around FUTA the internet connection isn't as bad as in town, Oyarubule, orange fm side where you'll be getting a soak of 4kb/s from a 4G network smh",2
207,Abuja North Central MTN 4G It's been fair but it could be better,2
9,Ondo South West Globacom 3G Calling and texting is manageable but I just so hate The browsing aspects. Very slow and annoying.,2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
205,Lagos South West Globacom 4G Can be better ,2
205,Lagos South West Globacom 4G Can be better ,2
33,"Ondo South West MTN 3G MTN is not that okay here.
Especially inside FUTA. It's worst.",2
9,Ondo South West Globacom 3G Calling and texting is manageable but I just so hate The browsing aspects. Very slow and annoying.,2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
125,Delta South South Globacom 4G The internet connection is poor,2
10,Ogun South West Globacom 3G Glo is very bad here. I won't even recommend it to the devil,2
125,Delta South South Globacom 4G The internet connection is poor,2
118,"Ondo South West 9mobile 3G For calls and texts, 9mobile is not too bad. There are tines when I'm unable to use my sim for several days though. For internet browsing however, the quality of service is almost nothing to write home about. ",2
10,Ogun South West Globacom 3G Glo is very bad here. I won't even recommend it to the devil,2
281,Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
281,Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
18,Ogun South West Others 3G ...,2
251,Abia South East Globacom 2G Poor service using this traffic type.,2
171,"Oyo South West Globacom 4G Their service is just something else 
So annoying when you can't connect on time😐",2
9,Ondo South West Globacom 3G Calling and texting is manageable but I just so hate The browsing aspects. Very slow and annoying.,2
281,Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
171,"Oyo South West Globacom 4G Their service is just something else 
So annoying when you can't connect on time😐",2
43,Ondo South West MTN 4G It's been on an average. ,2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
214,"Lagos South West Globacom 4G Glo has its moment 
Majority of the time it’s bad ",2
213,Ogun South West MTN 4G Poor,2
286,"Osun South West MTN 4G The network is really poor, the only time I actually enjoy browsing is around 1am and it goes back to being rubbish at 6am.",2
213,Ogun South West MTN 4G Poor,2
43,Ondo South West MTN 4G It's been on an average. ,2
278,Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
207,Abuja North Central MTN 4G It's been fair but it could be better,2
10,Ogun South West Globacom 3G Glo is very bad here. I won't even recommend it to the devil,2
158,Ogun South West Globacom 4G Very bad service,2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
118,"Ondo South West 9mobile 3G For calls and texts, 9mobile is not too bad. There are tines when I'm unable to use my sim for several days though. For internet browsing however, the quality of service is almost nothing to write home about. ",2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
10,Ogun South West Globacom 3G Glo is very bad here. I won't even recommend it to the devil,2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
251,Abia South East Globacom 2G Poor service using this traffic type.,2
10,Ogun South West Globacom 3G Glo is very bad here. I won't even recommend it to the devil,2
251,Abia South East Globacom 2G Poor service using this traffic type.,2
213,Ogun South West MTN 4G Poor,2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
10,Ogun South West Globacom 3G Glo is very bad here. I won't even recommend it to the devil,2
272,Adamawa North East MTN 3G Very faulty and fluctuates. Cannot be relied upon,2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
9,Ondo South West Globacom 3G Calling and texting is manageable but I just so hate The browsing aspects. Very slow and annoying.,2
290,Lagos South West MTN 3G Mtn network is usually bad most of the time,2
213,Ogun South West MTN 4G Poor,2
286,"Osun South West MTN 4G The network is really poor, the only time I actually enjoy browsing is around 1am and it goes back to being rubbish at 6am.",2
149,Ogun South West Globacom 3G Mostly it's very bad 😭,2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
43,Ondo South West MTN 4G It's been on an average. ,2
33,"Ondo South West MTN 3G MTN is not that okay here.
Especially inside FUTA. It's worst.",2
149,Ogun South West Globacom 3G Mostly it's very bad 😭,2
290,Lagos South West MTN 3G Mtn network is usually bad most of the time,2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
149,Ogun South West Globacom 3G Mostly it's very bad 😭,2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
272,Adamawa North East MTN 3G Very faulty and fluctuates. Cannot be relied upon,2
290,Lagos South West MTN 3G Mtn network is usually bad most of the time,2
43,Ondo South West MTN 4G It's been on an average. ,2
10,Ogun South West Globacom 3G Glo is very bad here. I won't even recommend it to the devil,2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
278,Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
10,Ogun South West Globacom 3G Glo is very bad here. I won't even recommend it to the devil,2
205,Lagos South West Globacom 4G Can be better ,2
158,Ogun South West Globacom 4G Very bad service,2
158,Ogun South West Globacom 4G Very bad service,2
214,"Lagos South West Globacom 4G Glo has its moment 
Majority of the time it’s bad ",2
158,Ogun South West Globacom 4G Very bad service,2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
213,Ogun South West MTN 4G Poor,2
286,"Osun South West MTN 4G The network is really poor, the only time I actually enjoy browsing is around 1am and it goes back to being rubbish at 6am.",2
286,"Osun South West MTN 4G The network is really poor, the only time I actually enjoy browsing is around 1am and it goes back to being rubbish at 6am.",2
214,"Lagos South West Globacom 4G Glo has its moment 
Majority of the time it’s bad ",2
158,Ogun South West Globacom 4G Very bad service,2
281,Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
214,"Lagos South West Globacom 4G Glo has its moment 
Majority of the time it’s bad ",2
125,Delta South South Globacom 4G The internet connection is poor,2
33,"Ondo South West MTN 3G MTN is not that okay here.
Especially inside FUTA. It's worst.",2
125,Delta South South Globacom 4G The internet connection is poor,2
33,"Ondo South West MTN 3G MTN is not that okay here.
Especially inside FUTA. It's worst.",2
290,Lagos South West MTN 3G Mtn network is usually bad most of the time,2
18,Ogun South West Others 3G ...,2
18,Ogun South West Others 3G ...,2
251,Abia South East Globacom 2G Poor service using this traffic type.,2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
278,Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
43,Ondo South West MTN 4G It's been on an average. ,2
251,Abia South East Globacom 2G Poor service using this traffic type.,2
149,Ogun South West Globacom 3G Mostly it's very bad 😭,2
281,Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
278,Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
9,Ondo South West Globacom 3G Calling and texting is manageable but I just so hate The browsing aspects. Very slow and annoying.,2
43,Ondo South West MTN 4G It's been on an average. ,2
126,"Ondo South West MTN 4G Thing is, around FUTA the internet connection isn't as bad as in town, Oyarubule, orange fm side where you'll be getting a soak of 4kb/s from a 4G network smh",2
171,"Oyo South West Globacom 4G Their service is just something else 
So annoying when you can't connect on time😐",2
207,Abuja North Central MTN 4G It's been fair but it could be better,2
10,Ogun South West Globacom 3G Glo is very bad here. I won't even recommend it to the devil,2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
207,Abuja North Central MTN 4G It's been fair but it could be better,2
205,Lagos South West Globacom 4G Can be better ,2
126,"Ondo South West MTN 4G Thing is, around FUTA the internet connection isn't as bad as in town, Oyarubule, orange fm side where you'll be getting a soak of 4kb/s from a 4G network smh",2
213,Ogun South West MTN 4G Poor,2
281,Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
213,Ogun South West MTN 4G Poor,2
290,Lagos South West MTN 3G Mtn network is usually bad most of the time,2
158,Ogun South West Globacom 4G Very bad service,2
214,"Lagos South West Globacom 4G Glo has its moment 
Majority of the time it’s bad ",2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
33,"Ondo South West MTN 3G MTN is not that okay here.
Especially inside FUTA. It's worst.",2
9,Ondo South West Globacom 3G Calling and texting is manageable but I just so hate The browsing aspects. Very slow and annoying.,2
125,Delta South South Globacom 4G The internet connection is poor,2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
18,Ogun South West Others 3G ...,2
272,Adamawa North East MTN 3G Very faulty and fluctuates. Cannot be relied upon,2
213,Ogun South West MTN 4G Poor,2
213,Ogun South West MTN 4G Poor,2
290,Lagos South West MTN 3G Mtn network is usually bad most of the time,2
281,Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
207,Abuja North Central MTN 4G It's been fair but it could be better,2
286,"Osun South West MTN 4G The network is really poor, the only time I actually enjoy browsing is around 1am and it goes back to being rubbish at 6am.",2
207,Abuja North Central MTN 4G It's been fair but it could be better,2
290,Lagos South West MTN 3G Mtn network is usually bad most of the time,2
10,Ogun South West Globacom 3G Glo is very bad here. I won't even recommend it to the devil,2
205,Lagos South West Globacom 4G Can be better ,2
207,Abuja North Central MTN 4G It's been fair but it could be better,2
290,Lagos South West MTN 3G Mtn network is usually bad most of the time,2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
118,"Ondo South West 9mobile 3G For calls and texts, 9mobile is not too bad. There are tines when I'm unable to use my sim for several days though. For internet browsing however, the quality of service is almost nothing to write home about. ",2
18,Ogun South West Others 3G ...,2
213,Ogun South West MTN 4G Poor,2
286,"Osun South West MTN 4G The network is really poor, the only time I actually enjoy browsing is around 1am and it goes back to being rubbish at 6am.",2
207,Abuja North Central MTN 4G It's been fair but it could be better,2
158,Ogun South West Globacom 4G Very bad service,2
213,Ogun South West MTN 4G Poor,2
205,Lagos South West Globacom 4G Can be better ,2
251,Abia South East Globacom 2G Poor service using this traffic type.,2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
18,Ogun South West Others 3G ...,2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
213,Ogun South West MTN 4G Poor,2
286,"Osun South West MTN 4G The network is really poor, the only time I actually enjoy browsing is around 1am and it goes back to being rubbish at 6am.",2
43,Ondo South West MTN 4G It's been on an average. ,2
149,Ogun South West Globacom 3G Mostly it's very bad 😭,2
118,"Ondo South West 9mobile 3G For calls and texts, 9mobile is not too bad. There are tines when I'm unable to use my sim for several days though. For internet browsing however, the quality of service is almost nothing to write home about. ",2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
118,"Ondo South West 9mobile 3G For calls and texts, 9mobile is not too bad. There are tines when I'm unable to use my sim for several days though. For internet browsing however, the quality of service is almost nothing to write home about. ",2
281,Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
171,"Oyo South West Globacom 4G Their service is just something else 
So annoying when you can't connect on time😐",2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
205,Lagos South West Globacom 4G Can be better ,2
272,Adamawa North East MTN 3G Very faulty and fluctuates. Cannot be relied upon,2
33,"Ondo South West MTN 3G MTN is not that okay here.
Especially inside FUTA. It's worst.",2
149,Ogun South West Globacom 3G Mostly it's very bad 😭,2
18,Ogun South West Others 3G ...,2
126,"Ondo South West MTN 4G Thing is, around FUTA the internet connection isn't as bad as in town, Oyarubule, orange fm side where you'll be getting a soak of 4kb/s from a 4G network smh",2
205,Lagos South West Globacom 4G Can be better ,2
251,Abia South East Globacom 2G Poor service using this traffic type.,2
213,Ogun South West MTN 4G Poor,2
33,"Ondo South West MTN 3G MTN is not that okay here.
Especially inside FUTA. It's worst.",2
213,Ogun South West MTN 4G Poor,2
281,Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
10,Ogun South West Globacom 3G Glo is very bad here. I won't even recommend it to the devil,2
213,Ogun South West MTN 4G Poor,2
125,Delta South South Globacom 4G The internet connection is poor,2
125,Delta South South Globacom 4G The internet connection is poor,2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
171,"Oyo South West Globacom 4G Their service is just something else 
So annoying when you can't connect on time😐",2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
149,Ogun South West Globacom 3G Mostly it's very bad 😭,2
126,"Ondo South West MTN 4G Thing is, around FUTA the internet connection isn't as bad as in town, Oyarubule, orange fm side where you'll be getting a soak of 4kb/s from a 4G network smh",2
